,Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,Attrition,Gender,OverTime,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
519,29,806,1,4,520,2,76,1,1,4,18959,1,18,4,1,5,3,10,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
520,48,817,2,1,521,2,56,4,2,2,18597,3,12,4,0,3,3,2,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
521,27,1410,3,1,522,4,71,4,2,4,16673,1,20,2,2,3,3,6,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
522,37,1225,10,2,523,4,80,4,1,4,15232,3,17,1,0,2,3,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
523,50,1207,28,1,524,4,74,4,1,3,3297,1,11,3,3,3,3,20,3,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
524,34,1442,9,3,525,4,46,2,3,2,17654,1,14,2,0,3,4,8,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
525,24,693,3,2,526,1,65,3,2,3,24785,9,14,1,0,3,3,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
526,39,408,2,4,527,4,80,2,2,3,20978,1,11,1,0,4,3,20,11,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
527,32,929,10,3,528,4,55,3,2,4,21703,1,12,4,0,2,2,10,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
528,50,562,8,2,529,2,50,3,2,3,23452,3,14,1,1,4,3,4,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
529,38,827,1,4,530,2,33,4,2,4,19383,0,13,3,0,4,2,9,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
530,27,608,1,2,531,3,68,3,3,1,6009,1,11,4,0,3,3,9,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
531,32,1018,3,2,532,3,39,3,3,4,19373,3,15,4,0,6,3,7,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
532,47,703,14,4,533,4,42,3,2,1,11825,2,12,4,0,2,3,7,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
533,40,580,5,4,534,4,48,2,3,1,23772,5,21,3,1,2,3,18,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
534,53,970,7,3,535,3,59,4,4,3,13514,3,19,3,0,3,3,5,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
535,41,427,10,4,536,2,73,2,5,4,8861,3,15,2,3,2,2,21,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
536,60,1179,16,4,537,1,84,3,2,1,11924,8,14,4,0,1,3,2,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
537,27,294,10,2,538,4,32,3,3,1,4809,1,21,3,2,4,2,9,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
538,41,314,1,3,539,4,59,2,5,3,19562,1,12,2,1,3,3,22,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
539,50,316,8,4,540,4,54,3,1,2,9983,7,15,4,1,2,3,2,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
540,28,654,1,2,541,1,67,1,1,2,3872,7,13,4,0,4,3,7,3,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
541,36,427,8,3,542,1,63,4,3,1,20335,9,14,1,1,2,3,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
542,38,168,1,3,543,3,81,3,3,3,15397,4,14,4,0,4,4,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
543,44,381,24,3,544,1,49,1,1,3,2104,2,14,3,0,5,3,5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
544,47,217,3,3,545,4,49,3,4,3,10225,9,12,4,2,2,2,22,11,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
545,30,501,27,5,546,3,99,3,2,4,25275,7,23,4,1,2,2,8,7,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
546,29,1396,10,3,547,3,99,3,1,3,2755,1,11,3,0,6,3,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
547,42,933,19,3,548,3,57,4,1,3,20366,6,12,4,0,2,3,2,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
548,43,775,15,3,549,4,47,2,2,4,23683,3,18,3,1,5,3,2,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
549,34,970,8,2,550,2,96,3,2,3,7360,3,11,4,0,2,3,5,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
550,23,650,9,1,551,2,37,3,1,1,4344,1,14,4,1,2,4,4,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
551,39,141,3,3,552,3,44,4,2,2,18767,9,15,3,1,3,1,8,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
552,56,832,9,3,553,3,81,3,4,4,20420,7,11,3,0,1,2,10,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
553,40,804,2,1,554,4,86,2,1,4,22929,0,20,4,0,2,2,4,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
554,27,975,7,3,555,4,55,2,2,1,23398,8,19,1,0,2,1,7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
555,29,1090,10,3,556,4,83,3,1,2,17967,1,14,4,2,2,3,2,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
556,53,346,6,3,557,4,86,3,2,4,10919,2,17,4,0,4,3,2,2,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
557,35,1225,2,4,558,4,61,3,2,1,4761,2,11,1,1,2,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,32,430,24,4,559,1,80,3,2,4,21146,1,15,4,2,2,3,10,4,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
559,38,268,2,5,560,4,92,3,1,3,20471,6,13,2,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
560,34,167,8,5,561,2,32,3,2,1,4187,3,14,3,1,3,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
561,52,621,3,4,562,3,31,2,4,1,10084,1,11,1,0,3,4,34,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
562,33,527,1,4,563,4,63,3,1,4,5207,1,13,3,0,2,2,10,7,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
563,25,883,26,1,564,3,32,3,2,4,22807,1,23,2,0,5,2,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
564,45,954,2,2,565,2,46,1,2,3,12388,0,13,1,0,3,3,8,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
565,23,310,10,1,566,1,79,4,1,3,19630,1,18,4,0,3,3,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
566,47,719,27,2,567,2,77,4,2,3,10339,4,12,4,0,2,3,5,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
567,34,304,2,3,568,4,60,3,2,4,18686,1,22,3,0,5,3,6,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
568,55,725,2,3,569,4,78,3,5,1,21199,5,13,4,1,2,3,5,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
569,36,1434,8,4,570,1,76,2,3,1,14229,1,15,2,0,1,3,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
570,52,715,19,4,571,4,41,3,1,4,26589,0,18,1,1,3,3,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
571,26,575,1,2,572,1,71,1,1,4,5288,3,14,1,1,2,3,2,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
572,29,657,27,3,573,2,66,3,2,3,25549,4,12,1,1,3,2,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
573,26,1146,8,3,574,4,38,2,2,1,3064,6,17,3,0,2,2,4,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
574,34,182,1,4,575,2,72,4,1,4,13551,2,16,3,0,2,3,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
575,54,376,19,4,576,4,95,3,2,1,22670,9,11,2,2,4,3,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
576,27,829,8,1,577,3,84,3,2,4,24008,0,19,2,1,3,3,4,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
577,37,571,10,1,578,4,82,3,1,1,19905,0,13,2,2,3,2,5,4,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
578,38,240,2,4,579,1,75,4,2,1,26085,6,12,4,0,2,3,15,4,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
579,34,121,2,4,580,3,86,2,1,1,7530,1,11,3,0,3,3,6,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
580,35,384,8,4,581,1,72,3,1,4,20317,1,16,2,1,1,2,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
581,30,921,1,3,582,4,38,1,1,3,24375,3,21,3,2,2,3,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
582,40,791,2,2,583,3,38,4,2,2,9931,1,24,4,1,2,3,8,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
583,34,1111,8,2,584,3,93,3,2,1,13305,5,17,2,1,1,3,3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
584,42,570,8,3,585,2,66,3,5,4,16225,1,13,2,1,4,2,24,14,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
585,23,1243,6,3,586,3,63,4,1,1,3445,1,21,3,2,2,3,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
586,24,1092,9,3,587,3,60,2,1,2,26551,1,11,3,3,4,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
587,52,1325,11,4,588,4,82,3,2,3,21821,8,20,2,1,3,3,5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
588,50,691,2,3,589,3,64,3,4,3,6881,5,16,4,0,3,3,4,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
589,29,805,1,2,590,2,36,2,1,1,6689,1,11,4,1,1,3,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
590,33,213,7,3,591,3,49,3,3,3,25995,0,11,4,0,3,4,13,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
591,33,118,16,3,592,1,69,3,2,1,26507,5,15,3,0,3,3,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
592,47,202,2,2,593,3,33,3,4,4,12982,1,11,3,1,3,2,26,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
593,36,676,1,3,594,3,35,3,2,2,23361,0,15,1,1,2,3,9,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
594,29,1252,23,2,595,3,81,4,1,3,23779,1,24,3,1,3,3,10,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
595,58,286,2,4,596,4,31,3,5,2,25761,7,12,4,0,2,3,31,13,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
596,35,1258,1,4,597,4,40,4,1,3,13301,3,13,3,0,0,3,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
597,42,932,1,2,598,4,43,2,2,4,4051,9,13,4,1,4,3,4,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
598,28,890,2,4,599,3,46,3,1,3,16374,6,17,4,0,3,2,2,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
599,36,1041,13,3,600,3,36,3,1,2,25527,4,13,2,1,2,3,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
600,32,859,4,3,601,3,98,2,2,3,19124,1,12,3,1,3,3,14,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
601,40,720,16,4,602,1,51,2,2,3,11983,6,14,4,0,6,3,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
602,30,946,2,3,603,3,52,2,2,4,20234,5,24,2,0,4,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
603,45,252,2,3,604,2,95,2,1,3,6153,1,14,4,0,3,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
604,42,933,29,3,605,2,98,3,2,2,11806,1,13,4,1,3,2,9,7,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
605,38,471,12,3,606,1,45,2,2,1,4284,2,15,3,1,3,2,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,34,702,16,4,607,3,100,2,1,4,8306,1,16,3,0,3,3,5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
607,49,1184,11,3,608,3,43,3,3,4,5860,1,18,1,2,3,4,9,7,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
608,55,436,2,1,609,3,37,3,2,4,21519,4,16,3,0,3,2,9,7,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
609,43,589,14,2,610,2,94,3,4,1,5200,6,24,3,1,3,3,4,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
610,27,269,5,1,611,3,42,2,3,4,8842,1,16,2,1,3,3,9,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
611,35,950,7,3,612,3,59,3,3,3,18869,3,21,2,0,3,4,8,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
612,28,760,2,4,613,2,81,3,2,2,3698,1,20,1,0,2,3,8,7,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
613,34,829,3,2,614,3,88,3,1,4,2243,0,19,3,1,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
614,26,887,5,2,615,3,88,2,1,3,20898,1,14,1,1,2,3,8,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
615,27,443,3,3,616,4,50,3,1,4,16571,1,11,3,3,6,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
616,51,1318,26,4,617,1,66,3,4,3,5594,2,14,3,1,2,2,20,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
617,44,625,4,3,618,4,50,3,2,2,5197,9,12,4,0,2,2,5,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
618,25,180,2,1,619,1,65,4,1,1,21632,7,13,3,0,3,2,4,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
619,33,586,1,3,620,1,48,4,2,1,21816,1,22,1,1,5,3,9,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
620,35,1343,27,1,621,3,53,2,1,1,17852,1,11,4,0,3,2,6,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
621,36,928,1,2,622,2,56,3,2,4,2823,1,14,4,1,1,2,18,4,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
622,32,117,13,4,623,2,73,3,2,4,9250,2,11,3,1,3,2,5,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
623,30,1012,5,4,624,2,75,2,1,4,2373,9,12,2,1,3,2,5,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
624,53,661,7,2,625,1,78,2,3,4,20715,7,18,4,1,3,3,5,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
625,45,930,9,3,626,4,74,3,3,1,19239,4,12,3,1,2,3,5,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
626,32,638,8,2,627,3,91,4,2,3,22162,5,12,3,1,3,2,5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
627,52,890,25,4,628,3,81,2,4,4,19028,3,22,3,0,3,3,9,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
628,37,342,16,4,629,4,66,2,2,3,24558,4,19,4,2,2,3,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
629,28,1169,8,2,630,2,63,2,1,4,23965,1,13,4,1,6,3,5,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
630,22,1230,1,2,631,4,33,2,2,4,19146,6,22,1,2,2,1,2,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
631,44,986,8,4,632,1,62,4,1,4,5044,2,24,3,1,2,2,3,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
632,42,1271,2,1,633,2,35,3,1,4,9068,5,14,4,0,2,3,2,2,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
633,36,1278,8,3,634,1,77,2,1,1,8635,0,21,3,0,3,3,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
634,25,141,3,1,635,3,98,3,2,1,14363,1,18,4,0,3,3,5,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
635,35,607,9,3,636,4,66,2,3,3,23457,1,20,2,1,2,3,17,5,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
636,35,130,25,4,637,4,96,3,1,2,16612,1,19,1,1,3,2,10,7,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
637,32,300,1,3,638,4,61,3,1,4,9148,0,12,2,1,2,3,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
638,25,583,4,1,639,3,87,2,2,1,18154,1,12,1,0,1,4,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
639,49,1418,1,3,640,3,36,3,1,1,10554,2,16,2,1,2,3,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
640,24,1269,4,1,641,1,46,2,1,4,10778,0,17,4,0,2,2,5,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
641,32,379,5,2,642,2,48,3,2,2,8891,1,14,4,1,3,3,10,5,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
642,38,395,9,3,643,2,98,2,1,2,12102,0,19,4,1,3,3,2,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
643,42,1265,3,3,644,3,95,4,2,4,23726,2,13,2,1,1,2,5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
644,31,1222,11,4,645,4,48,3,1,4,14871,3,19,2,1,2,3,6,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
645,29,341,1,3,646,2,48,2,1,3,23522,6,19,3,3,3,3,3,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
646,53,868,8,3,647,1,73,3,4,4,22789,5,14,3,1,3,3,2,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
647,35,672,25,3,648,4,78,2,3,2,9129,3,16,1,0,2,3,13,4,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
648,37,1231,21,2,649,3,54,3,1,4,21222,5,15,2,1,3,3,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
649,53,102,23,4,650,4,72,3,4,4,20206,6,18,3,0,0,3,12,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
650,43,422,1,3,651,4,33,3,2,4,21782,4,13,2,1,2,2,5,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
651,47,249,2,2,652,3,35,3,2,4,17783,0,22,1,1,2,3,7,7,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
652,37,1252,19,2,653,1,32,3,3,2,4814,1,13,4,0,2,3,10,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
653,50,881,2,4,654,1,98,3,4,1,4544,1,11,4,1,3,3,31,14,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
654,39,1383,2,3,655,4,42,2,2,4,7790,8,11,3,2,2,3,5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
655,33,1075,3,2,656,4,57,3,1,2,22650,3,11,3,1,4,4,4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
656,32,374,25,4,657,1,87,3,1,4,18016,1,24,3,0,2,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
657,29,1086,7,1,658,1,62,2,1,4,6054,6,14,3,3,5,3,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
658,44,661,9,2,659,2,61,3,1,1,7508,1,13,4,0,0,3,8,7,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
659,28,821,5,4,660,1,98,3,2,4,24252,1,14,2,0,3,3,4,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
660,58,781,2,1,661,4,57,2,1,4,13384,9,14,4,1,3,2,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
661,43,177,8,3,662,1,55,3,2,2,23814,4,21,3,1,2,4,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
662,20,500,2,3,663,3,49,2,1,3,22052,1,13,4,0,3,2,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
663,21,1427,18,1,664,4,65,3,1,4,8870,1,19,1,0,3,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
664,36,1425,14,1,665,3,68,3,2,4,4821,0,17,1,1,2,2,16,4,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
665,47,1454,2,4,666,4,65,2,1,4,13137,1,18,1,0,3,2,3,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
666,22,617,3,1,667,2,34,3,2,3,10022,0,19,1,1,3,4,3,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
667,41,1085,2,4,668,2,57,1,1,4,17725,4,13,3,1,1,2,7,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
668,28,995,9,3,669,3,77,3,1,3,9834,5,18,2,1,2,3,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
669,39,1122,6,3,670,4,70,3,1,1,4303,7,21,4,0,2,1,2,2,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
670,27,618,4,3,671,2,76,3,1,3,17808,1,19,3,0,2,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
671,34,546,10,3,672,2,83,3,1,2,6896,1,14,2,2,3,3,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
672,42,462,14,2,673,3,68,2,2,3,7824,7,17,1,0,6,3,5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
673,33,1198,1,4,674,3,100,2,1,1,3339,3,11,2,0,1,3,3,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
674,58,1272,5,3,675,3,37,2,3,2,9255,2,13,4,1,3,3,6,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
675,31,154,7,4,676,2,41,2,1,3,11737,3,15,2,0,2,4,7,5,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
676,35,1137,21,1,677,4,51,3,2,4,19170,1,25,4,1,2,1,10,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
677,49,527,8,2,678,1,51,3,3,2,22477,4,11,3,1,3,2,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
